,artist_name,track_uri,track_url,artist_uri,artist_url,track_name,album_uri,duration_ms_x,album_name,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature,artist_pop,genres,track_pop,language,embed_code,artists_song,genres_list,subjectivity,polarity,sim
993,B Praak,spotify:track:0Jo6CXSF93GjT5RbL9j5M7,https://open.spotify.com/track/0Jo6CXSF93GjT5RbL9j5M7,spotify:artist:56SjZARoEvag3RoKWIb16j,https://open.spotify.com/artist/56SjZARoEvag3RoKWIb16j,Suryudivo Chandrudivo,spotify:album:6vi0HnekV5nuzXB96NOAEL,275026,Sarileru Neekevvaru,Suryudivo Chandrudivo,0.713,0.769,2,-5.618,1,0.0484,0.411,4.72e-05,0.472,0.834,129.999,audio_features,0Jo6CXSF93GjT5RbL9j5M7,spotify:track:0Jo6CXSF93GjT5RbL9j5M7,https://api.spotify.com/v1/tracks/0Jo6CXSF93GjT5RbL9j5M7,https://api.spotify.com/v1/audio-analysis/0Jo6CXSF93GjT5RbL9j5M7,275027,4,73,"['desi pop', 'punjabi pop']",31,telugu,https://open.spotify.com/embed/track/0Jo6CXSF93GjT5RbL9j5M7?utm_source=generator,B PraakSuryudivo Chandrudivo,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral,0.5557800541317812
404,Ed Sheeran,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,Shivers,spotify:album:32iAEBstCjauDhyKpGjTuq,207853,=,Shivers,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4,92,"['pop', 'uk pop']",87,english,https://open.spotify.com/embed/track/50nfwKoDiSYg8zOCREWAm5?utm_source=generator,Ed SheeranShivers,"[""['pop',"", ""'uk"", ""pop']""]",low,Neutral,0.5538464642098625
765,Leon James,spotify:track:1PDm5kouI7FPwWxGFgmeZ0,https://open.spotify.com/track/1PDm5kouI7FPwWxGFgmeZ0,spotify:artist:0wv5i0ds2z040yx7oL6UZy,https://open.spotify.com/artist/0wv5i0ds2z040yx7oL6UZy,Avunanavaa,spotify:album:2j3dXe4RJCmzN85PwCMClE,283184,Ori Devuda,Avunanavaa,0.582,0.597,7,-6.529,1,0.0329,0.493,0.0,0.144,0.337,142.548,audio_features,1PDm5kouI7FPwWxGFgmeZ0,spotify:track:1PDm5kouI7FPwWxGFgmeZ0,https://api.spotify.com/v1/tracks/1PDm5kouI7FPwWxGFgmeZ0,https://api.spotify.com/v1/audio-analysis/1PDm5kouI7FPwWxGFgmeZ0,283184,3,66,['tamil pop'],50,telugu,https://open.spotify.com/embed/track/1PDm5kouI7FPwWxGFgmeZ0?utm_source=generator,Leon JamesAvunanavaa,"[""['tamil"", ""pop']""]",low,Neutral,0.548577284321217
415,Doja Cat,spotify:track:3DarAbFujv6eYNliUTyqtz,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,Kiss Me More (feat. SZA),spotify:album:1nAQbHeOWTfQzbOoFrvndW,208666,Planet Her,Kiss Me More (feat. SZA),0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4,87,"['dance pop', 'pop']",81,english,https://open.spotify.com/embed/track/3DarAbFujv6eYNliUTyqtz?utm_source=generator,Doja CatKiss Me More (feat. SZA),"[""['dance"", ""pop',"", ""'pop']""]",high,Positive,0.5455339564079601
389,Ava Max,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,spotify:album:26c7MmQ4w8EAvVLb4jilaM,187436,Heaven & Hell,Sweet but Psycho,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,82,"['dance pop', 'pop']",81,english,https://open.spotify.com/embed/track/7DnAm9FOTWE3cUvso43HhI?utm_source=generator,Ava MaxSweet but Psycho,"[""['dance"", ""pop',"", ""'pop']""]",high,Positive,0.5438370846675464
2,Avicii,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,The Nights,spotify:album:0h2knr6qpiAq0tV5ri5JMF,176658,The Days / Nights,The Nights,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4,82,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",86,english,https://open.spotify.com/embed/track/0ct6r3EGTcMLPtrXHDvVjc?utm_source=generator,AviciiThe Nights,"[""['dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'pop"", ""rap']""]",low,Neutral,0.543572905262057
24,Justin Bieber,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Yummy,spotify:album:63iWSELt9V1kV6RSMxN7Ii,208520,Changes,Yummy,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842,audio_features,16wAOAZ2OkqoIDN7TpChjR,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/tracks/16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/audio-analysis/16wAOAZ2OkqoIDN7TpChjR,208520,4,91,"['canadian pop', 'pop']",69,english,https://open.spotify.com/embed/track/16wAOAZ2OkqoIDN7TpChjR?utm_source=generator,Justin BieberYummy,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral,0.5421610508613273
72,Katy Perry,spotify:track:4lCv7b86sLynZbXhfScfm2,https://open.spotify.com/track/4lCv7b86sLynZbXhfScfm2,spotify:artist:6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,Firework,spotify:album:5BvgP623rtvlc0HDcpzquz,227880,Teenage Dream: The Complete Confection,Firework,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,audio_features,4lCv7b86sLynZbXhfScfm2,spotify:track:4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2,https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2,227880,4,85,"['dance pop', 'pop']",71,english,https://open.spotify.com/embed/track/4lCv7b86sLynZbXhfScfm2?utm_source=generator,Katy PerryFirework,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral,0.5421048762157268
368,Katy Perry,spotify:track:3f7gYMirBEKuc57218BjOY,https://open.spotify.com/track/3f7gYMirBEKuc57218BjOY,spotify:artist:6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,California Gurls,spotify:album:06SY6Ke6mXzZHhURLVU57R,234653,Teenage Dream,California Gurls,0.788,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005,audio_features,3f7gYMirBEKuc57218BjOY,spotify:track:3f7gYMirBEKuc57218BjOY,https://api.spotify.com/v1/tracks/3f7gYMirBEKuc57218BjOY,https://api.spotify.com/v1/audio-analysis/3f7gYMirBEKuc57218BjOY,234653,4,85,"['dance pop', 'pop']",71,english,https://open.spotify.com/embed/track/3f7gYMirBEKuc57218BjOY?utm_source=generator,Katy PerryCalifornia Gurls,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral,0.5418448860200509
17,Mark Ronson,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,https://open.spotify.com/artist/3hv9jJF3adDNsBSIQDqcjp,Uptown Funk (feat. Bruno Mars),spotify:album:3vLaOYCNCzngDf8QdBg2V1,269666,Uptown Special,Uptown Funk (feat. Bruno Mars),0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,76,"['dance pop', 'pop']",83,english,https://open.spotify.com/embed/track/32OlwWuMpZ6b0aN2RZOeMS?utm_source=generator,Mark RonsonUptown Funk (feat. Bruno Mars),"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral,0.5416280336030077
1282,G. V. Prakash,spotify:track:4QMZ6gwFTLk9qOhaQsGIxf,https://open.spotify.com/track/4QMZ6gwFTLk9qOhaQsGIxf,spotify:artist:5VVN3xZw1i2qihfITZlvCZ,https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ,Neeve,spotify:album:13J2XQOZo0I8ZAufTXFvyd,281520,Darling (Original Motion Picture Soundtrack),Neeve,0.749,0.646,2,-9.598,1,0.0389,0.111,0.0426,0.22,0.752,129.996,audio_features,4QMZ6gwFTLk9qOhaQsGIxf,spotify:track:4QMZ6gwFTLk9qOhaQsGIxf,https://api.spotify.com/v1/tracks/4QMZ6gwFTLk9qOhaQsGIxf,https://api.spotify.com/v1/audio-analysis/4QMZ6gwFTLk9qOhaQsGIxf,281520,4,75,"['filmi', 'tamil pop']",64,telugu,https://open.spotify.com/embed/track/4QMZ6gwFTLk9qOhaQsGIxf?utm_source=generator,G. V. PrakashNeeve,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5414233621056967
186,Mitraz,spotify:track:2l3dFxtoSMgMQVyRIUHjpz,https://open.spotify.com/track/2l3dFxtoSMgMQVyRIUHjpz,spotify:artist:3iGhlvzpXc0UHBQ7klAItX,https://open.spotify.com/artist/3iGhlvzpXc0UHBQ7klAItX,Akhiyaan,spotify:album:4MBCBnMZyFFv8Ch9elmLsL,191868,Akhiyaan,Akhiyaan,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,audio_features,2l3dFxtoSMgMQVyRIUHjpz,spotify:track:2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/tracks/2l3dFxtoSMgMQVyRIUHjpz,https://api.spotify.com/v1/audio-analysis/2l3dFxtoSMgMQVyRIUHjpz,191869,4,66,['desi pop'],74,punjabi,https://open.spotify.com/embed/track/2l3dFxtoSMgMQVyRIUHjpz?utm_source=generator,MitrazAkhiyaan,"[""['desi"", ""pop']""]",low,Neutral,0.5405861404539203
1498,G. V. Prakash,spotify:track:0WM0NpFIZg6JhgneUyU5tl,https://open.spotify.com/track/0WM0NpFIZg6JhgneUyU5tl,spotify:artist:5VVN3xZw1i2qihfITZlvCZ,https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ,Inka Edho,spotify:album:13J2XQOZo0I8ZAufTXFvyd,315493,Darling (Original Motion Picture Soundtrack),Inka Edho,0.64,0.784,7,-6.674,1,0.0314,0.333,0.00184,0.188,0.549,92.016,audio_features,0WM0NpFIZg6JhgneUyU5tl,spotify:track:0WM0NpFIZg6JhgneUyU5tl,https://api.spotify.com/v1/tracks/0WM0NpFIZg6JhgneUyU5tl,https://api.spotify.com/v1/audio-analysis/0WM0NpFIZg6JhgneUyU5tl,315493,4,75,"['filmi', 'tamil pop']",59,telugu,https://open.spotify.com/embed/track/0WM0NpFIZg6JhgneUyU5tl?utm_source=generator,G. V. PrakashInka Edho,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.539062152237141
154,Sunanda Sharma,spotify:track:2lQKUDOOg4TELqOacnHwDt,https://open.spotify.com/track/2lQKUDOOg4TELqOacnHwDt,spotify:artist:7AKO4PWJ6ToZVUfA5xmsIY,https://open.spotify.com/artist/7AKO4PWJ6ToZVUfA5xmsIY,Saadi Yaad,spotify:album:4y0IjnVoYUKqJIr2uhtff6,160980,Saadi Yaad,Saadi Yaad,0.777,0.883,2,-3.534,1,0.0402,0.216,0.000114,0.28,0.692,124.981,audio_features,2lQKUDOOg4TELqOacnHwDt,spotify:track:2lQKUDOOg4TELqOacnHwDt,https://api.spotify.com/v1/tracks/2lQKUDOOg4TELqOacnHwDt,https://api.spotify.com/v1/audio-analysis/2lQKUDOOg4TELqOacnHwDt,160981,4,55,"['desi pop', 'modern bollywood', 'punjabi pop']",42,punjabi,https://open.spotify.com/embed/track/2lQKUDOOg4TELqOacnHwDt?utm_source=generator,Sunanda SharmaSaadi Yaad,"[""['desi"", ""pop',"", ""'modern"", ""bollywood',"", ""'punjabi"", ""pop']""]",low,Neutral,0.5387144954714262
822,Karthik,spotify:track:5sb8pXCkQrd87OgmAgtv1F,https://open.spotify.com/track/5sb8pXCkQrd87OgmAgtv1F,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Tara,spotify:album:0Vng5nraarc78H983wqpM0,171362,Tara - Shyam Singha Roy-Telugu,Tara,0.683,0.709,7,-9.466,1,0.0393,0.454,8.01e-05,0.422,0.591,112.946,audio_features,5sb8pXCkQrd87OgmAgtv1F,spotify:track:5sb8pXCkQrd87OgmAgtv1F,https://api.spotify.com/v1/tracks/5sb8pXCkQrd87OgmAgtv1F,https://api.spotify.com/v1/audio-analysis/5sb8pXCkQrd87OgmAgtv1F,171362,4,73,"['filmi', 'tamil pop']",36,telugu,https://open.spotify.com/embed/track/5sb8pXCkQrd87OgmAgtv1F?utm_source=generator,KarthikTara,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5371541621939395
417,Doja Cat,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5,Need to Know,spotify:album:1nAQbHeOWTfQzbOoFrvndW,210560,Planet Her,Need to Know,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4,87,"['dance pop', 'pop']",81,english,https://open.spotify.com/embed/track/3Vi5XqYrmQgOYBajMWSvCi?utm_source=generator,Doja CatNeed to Know,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral,0.5367124494689247
1747,Harris Jayaraj,spotify:track:1bkkVI2YHt1c2iLEUyANAU,https://open.spotify.com/track/1bkkVI2YHt1c2iLEUyANAU,spotify:artist:29aw5YCdIw2FEXYyAJZI8l,https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l,Hey Amigo,spotify:album:4oUNzRIdKqYBH3WQqMhYUQ,272948,Bandobast (Original Motion Picture Soundtrack),Hey Amigo,0.873,0.755,7,-5.201,1,0.0932,0.236,0.00289,0.0844,0.629,98.008,audio_features,1bkkVI2YHt1c2iLEUyANAU,spotify:track:1bkkVI2YHt1c2iLEUyANAU,https://api.spotify.com/v1/tracks/1bkkVI2YHt1c2iLEUyANAU,https://api.spotify.com/v1/audio-analysis/1bkkVI2YHt1c2iLEUyANAU,272948,4,73,"['filmi', 'tamil pop']",26,telugu,https://open.spotify.com/embed/track/1bkkVI2YHt1c2iLEUyANAU?utm_source=generator,Harris JayarajHey Amigo,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.535462122796432
863,G. V. Prakash,spotify:track:0VnEZ9XMrhMu8OCDnRBoEL,https://open.spotify.com/track/0VnEZ9XMrhMu8OCDnRBoEL,spotify:artist:5VVN3xZw1i2qihfITZlvCZ,https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ,Kaatuka Kanule,spotify:album:6CeFixpY9RH120xj5CivYw,246000,Aakaasam Nee Haddhu Ra (Original Motion Picture Soundtrack),Kaatuka Kanule,0.693,0.57,2,-7.843,1,0.236,0.434,5.57e-05,0.35,0.562,78.783,audio_features,0VnEZ9XMrhMu8OCDnRBoEL,spotify:track:0VnEZ9XMrhMu8OCDnRBoEL,https://api.spotify.com/v1/tracks/0VnEZ9XMrhMu8OCDnRBoEL,https://api.spotify.com/v1/audio-analysis/0VnEZ9XMrhMu8OCDnRBoEL,246000,4,75,"['filmi', 'tamil pop']",47,telugu,https://open.spotify.com/embed/track/0VnEZ9XMrhMu8OCDnRBoEL?utm_source=generator,G. V. PrakashKaatuka Kanule,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5351545980360679
1392,Harris Jayaraj,spotify:track:54ItzDjLbrVAMQb0P52auE,https://open.spotify.com/track/54ItzDjLbrVAMQb0P52auE,spotify:artist:29aw5YCdIw2FEXYyAJZI8l,https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l,Asale Pilla,spotify:album:7uApif7nY4OqGcgZxOXPH6,317853,Ghatikudu (Original Motion Picture Soundtrack),Asale Pilla,0.783,0.554,7,-9.32,1,0.0426,0.191,0.0,0.0922,0.455,97.012,audio_features,54ItzDjLbrVAMQb0P52auE,spotify:track:54ItzDjLbrVAMQb0P52auE,https://api.spotify.com/v1/tracks/54ItzDjLbrVAMQb0P52auE,https://api.spotify.com/v1/audio-analysis/54ItzDjLbrVAMQb0P52auE,317853,4,73,"['filmi', 'tamil pop']",47,telugu,https://open.spotify.com/embed/track/54ItzDjLbrVAMQb0P52auE?utm_source=generator,Harris JayarajAsale Pilla,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5323568970579751
1707,Unnikrishnan,spotify:track:3P0gXpwYO4nCXna9M3kPhz,https://open.spotify.com/track/3P0gXpwYO4nCXna9M3kPhz,spotify:artist:0mV4UQ0gHg59AAUtg968pX,https://open.spotify.com/artist/0mV4UQ0gHg59AAUtg968pX,Kannula Logililo,spotify:album:016rtyHgPlFmZCMoA8HUeH,279075,Raja (Original Motion Picture Soundtrack),Kannula Logililo,0.704,0.829,7,-4.553,1,0.0344,0.0832,4.6e-05,0.283,0.544,167.9,audio_features,3P0gXpwYO4nCXna9M3kPhz,spotify:track:3P0gXpwYO4nCXna9M3kPhz,https://api.spotify.com/v1/tracks/3P0gXpwYO4nCXna9M3kPhz,https://api.spotify.com/v1/audio-analysis/3P0gXpwYO4nCXna9M3kPhz,279075,4,63,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/3P0gXpwYO4nCXna9M3kPhz?utm_source=generator,UnnikrishnanKannula Logililo,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5321893061376635
60,Deep Chills,spotify:track:6NLrBgDzIsp3qiOhz2Kpzo,https://open.spotify.com/track/6NLrBgDzIsp3qiOhz2Kpzo,spotify:artist:12rBrcOPP50qIan8ew4iTP,https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP,Mykonos,spotify:album:6knoHfDEDjHtlUoDxH95ix,127333,Mykonos,Mykonos,0.671,0.89,8,-4.981,0,0.0371,0.038,0.914,0.215,0.317,124.011,audio_features,6NLrBgDzIsp3qiOhz2Kpzo,spotify:track:6NLrBgDzIsp3qiOhz2Kpzo,https://api.spotify.com/v1/tracks/6NLrBgDzIsp3qiOhz2Kpzo,https://api.spotify.com/v1/audio-analysis/6NLrBgDzIsp3qiOhz2Kpzo,127334,4,61,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",44,english,https://open.spotify.com/embed/track/6NLrBgDzIsp3qiOhz2Kpzo?utm_source=generator,Deep ChillsMykonos,"[""['deep"", 'tropical', ""house',"", ""'new"", 'french', ""touch',"", ""'pop"", ""dance',"", ""'pop"", ""edm',"", ""'tropical"", ""house']""]",low,Neutral,0.5321283090120517
1842,Harish Raghavendra,spotify:track:4juG0hHQOdu22uj3sYrHo8,https://open.spotify.com/track/4juG0hHQOdu22uj3sYrHo8,spotify:artist:4Kw0NhqitzjxLy1jH5FlTg,https://open.spotify.com/artist/4Kw0NhqitzjxLy1jH5FlTg,Inthandanga,spotify:album:2yGNLHdQYzlbcrsLDpdbJf,243740,Don,Inthandanga,0.79,0.651,2,-7.989,1,0.0344,0.128,4.85e-06,0.108,0.34,96.959,audio_features,4juG0hHQOdu22uj3sYrHo8,spotify:track:4juG0hHQOdu22uj3sYrHo8,https://api.spotify.com/v1/tracks/4juG0hHQOdu22uj3sYrHo8,https://api.spotify.com/v1/audio-analysis/4juG0hHQOdu22uj3sYrHo8,243740,4,66,"['filmi', 'tamil pop']",45,telugu,https://open.spotify.com/embed/track/4juG0hHQOdu22uj3sYrHo8?utm_source=generator,Harish RaghavendraInthandanga,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5317887050662329
1242,Naveen,spotify:track:2Aq790IhKT9z2D01VC4SS0,https://open.spotify.com/track/2Aq790IhKT9z2D01VC4SS0,spotify:artist:4xbLzGsR7W5QMlLS08BNGt,https://open.spotify.com/artist/4xbLzGsR7W5QMlLS08BNGt,Noppi Noppi,spotify:album:3c5t2MUTzbS5dboyzM3dSa,270086,Pokiri (Original Motion Picture Soundtrack),Noppi Noppi,0.77,0.865,7,-5.025,1,0.0708,0.053,0.000298,0.497,0.614,99.021,audio_features,2Aq790IhKT9z2D01VC4SS0,spotify:track:2Aq790IhKT9z2D01VC4SS0,https://api.spotify.com/v1/tracks/2Aq790IhKT9z2D01VC4SS0,https://api.spotify.com/v1/audio-analysis/2Aq790IhKT9z2D01VC4SS0,270087,4,54,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/2Aq790IhKT9z2D01VC4SS0?utm_source=generator,NaveenNoppi Noppi,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5311751614407361
1713,Devan Ekambaram,spotify:track:6XgL1OzKZ0O7Vc2YLa6LVQ,https://open.spotify.com/track/6XgL1OzKZ0O7Vc2YLa6LVQ,spotify:artist:1HUZ6vfsSWpfLoxjgDavEB,https://open.spotify.com/artist/1HUZ6vfsSWpfLoxjgDavEB,Computerlu,spotify:album:5LQTc165Caq6QE6FaPdwk1,322821,Nuvve Nuvve (Original Motion Picture Soundtrack),Computerlu,0.882,0.838,2,-5.256,1,0.0704,0.0977,0.0,0.059,0.835,114.995,audio_features,6XgL1OzKZ0O7Vc2YLa6LVQ,spotify:track:6XgL1OzKZ0O7Vc2YLa6LVQ,https://api.spotify.com/v1/tracks/6XgL1OzKZ0O7Vc2YLa6LVQ,https://api.spotify.com/v1/audio-analysis/6XgL1OzKZ0O7Vc2YLa6LVQ,322821,4,62,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/6XgL1OzKZ0O7Vc2YLa6LVQ?utm_source=generator,Devan EkambaramComputerlu,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.53115345170652
1482,Harris Jayaraj,spotify:track:0Jbhxz0Hv7C8eeEUqxSrgd,https://open.spotify.com/track/0Jbhxz0Hv7C8eeEUqxSrgd,spotify:artist:29aw5YCdIw2FEXYyAJZI8l,https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l,Hello Rammante,spotify:album:1GJnov5GqDzrZ5TGcyKXtz,281965,Orange,Hello Rammante,0.857,0.688,7,-6.709,1,0.0531,0.0991,5.3e-05,0.101,0.789,113.992,audio_features,0Jbhxz0Hv7C8eeEUqxSrgd,spotify:track:0Jbhxz0Hv7C8eeEUqxSrgd,https://api.spotify.com/v1/tracks/0Jbhxz0Hv7C8eeEUqxSrgd,https://api.spotify.com/v1/audio-analysis/0Jbhxz0Hv7C8eeEUqxSrgd,281965,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/0Jbhxz0Hv7C8eeEUqxSrgd?utm_source=generator,Harris JayarajHello Rammante,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5302481868673736
1753,Tippu,spotify:track:1nUxc12o3sKQ6tCXloHCzn,https://open.spotify.com/track/1nUxc12o3sKQ6tCXloHCzn,spotify:artist:0PykiHCcDsMPRV7s67qZ1B,https://open.spotify.com/artist/0PykiHCcDsMPRV7s67qZ1B,Something Something,spotify:album:0LsflZZJnB6dGmCo6wBN08,332906,Nuvvostanante Nenoddantana (Original Motion Picture Soundtrack),Something Something,0.688,0.818,2,-7.112,1,0.314,0.187,0.0,0.337,0.471,170.139,audio_features,1nUxc12o3sKQ6tCXloHCzn,spotify:track:1nUxc12o3sKQ6tCXloHCzn,https://api.spotify.com/v1/tracks/1nUxc12o3sKQ6tCXloHCzn,https://api.spotify.com/v1/audio-analysis/1nUxc12o3sKQ6tCXloHCzn,332907,4,64,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/1nUxc12o3sKQ6tCXloHCzn?utm_source=generator,TippuSomething Something,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5297749799501561
1239,Tippu,spotify:track:786noDZWgvvfpH3fwIinDH,https://open.spotify.com/track/786noDZWgvvfpH3fwIinDH,spotify:artist:0PykiHCcDsMPRV7s67qZ1B,https://open.spotify.com/artist/0PykiHCcDsMPRV7s67qZ1B,Manava Manava,spotify:album:4FVbV6VebIznqFRcmKcUme,337051,Anji (Original Motion Picture Soundtrack),Manava Manava,0.747,0.814,7,-6.973,1,0.14,0.252,0.0,0.41,0.553,91.992,audio_features,786noDZWgvvfpH3fwIinDH,spotify:track:786noDZWgvvfpH3fwIinDH,https://api.spotify.com/v1/tracks/786noDZWgvvfpH3fwIinDH,https://api.spotify.com/v1/audio-analysis/786noDZWgvvfpH3fwIinDH,337051,4,64,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/786noDZWgvvfpH3fwIinDH?utm_source=generator,TippuManava Manava,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5297671634246676
