,artist_name,track_uri,track_url,artist_uri,artist_url,track_name,album_uri,duration_ms_x,album_name,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature,artist_pop,genres,track_pop,language,embed_code,artists_song,genres_list,subjectivity,polarity,sim
1104,Karthik,spotify:track:6l9FiHYFvV3GMwmxWtqqMD,https://open.spotify.com/track/6l9FiHYFvV3GMwmxWtqqMD,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Neetho Vunte,spotify:album:1Vc62vkQkvfqiORsaPC11S,324163,Josh,Neetho Vunte,0.709,0.77,7,-7.835,1,0.043,0.31,8.69e-06,0.116,0.931,94.976,audio_features,6l9FiHYFvV3GMwmxWtqqMD,spotify:track:6l9FiHYFvV3GMwmxWtqqMD,https://api.spotify.com/v1/tracks/6l9FiHYFvV3GMwmxWtqqMD,https://api.spotify.com/v1/audio-analysis/6l9FiHYFvV3GMwmxWtqqMD,324164,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/6l9FiHYFvV3GMwmxWtqqMD?utm_source=generator,KarthikNeetho Vunte,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5296452659490126
1592,Tippu,spotify:track:0rGrSDqeHaKaVapNywPWBA,https://open.spotify.com/track/0rGrSDqeHaKaVapNywPWBA,spotify:artist:0PykiHCcDsMPRV7s67qZ1B,https://open.spotify.com/artist/0PykiHCcDsMPRV7s67qZ1B,Chiki Chiki Bum,spotify:album:27jfC3luBhJZmfvAaR1Liy,235070,Aadi (Original Motion Picture Soundtrack),Chiki Chiki Bum,0.797,0.915,7,-6.555,1,0.0954,0.0427,1.01e-05,0.0617,0.793,101.047,audio_features,0rGrSDqeHaKaVapNywPWBA,spotify:track:0rGrSDqeHaKaVapNywPWBA,https://api.spotify.com/v1/tracks/0rGrSDqeHaKaVapNywPWBA,https://api.spotify.com/v1/audio-analysis/0rGrSDqeHaKaVapNywPWBA,235070,4,64,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/0rGrSDqeHaKaVapNywPWBA?utm_source=generator,TippuChiki Chiki Bum,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5295076851144189
1861,Unnikrishnan,spotify:track:691YOJXq9eURXvYVhO0Atu,https://open.spotify.com/track/691YOJXq9eURXvYVhO0Atu,spotify:artist:0mV4UQ0gHg59AAUtg968pX,https://open.spotify.com/artist/0mV4UQ0gHg59AAUtg968pX,Madhura Madhuratara,spotify:album:3ZrfhD84RTffDKrnpdPfQh,333505,Arjun (Original Motion Picture Soundtrack),Madhura Madhuratara,0.73,0.84,2,-7.8,1,0.154,0.124,2.43e-06,0.36,0.588,91.996,audio_features,691YOJXq9eURXvYVhO0Atu,spotify:track:691YOJXq9eURXvYVhO0Atu,https://api.spotify.com/v1/tracks/691YOJXq9eURXvYVhO0Atu,https://api.spotify.com/v1/audio-analysis/691YOJXq9eURXvYVhO0Atu,333505,4,63,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/691YOJXq9eURXvYVhO0Atu?utm_source=generator,UnnikrishnanMadhura Madhuratara,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5287599291766115
1020,Karthik,spotify:track:364slbGfjrEMyeyasjJ5gY,https://open.spotify.com/track/364slbGfjrEMyeyasjJ5gY,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Hey Babu,spotify:album:57sVqNzB8VLWS4n4S8BOrF,303900,Devadas (Original Motion Picture Soundtrack),Hey Babu,0.708,0.715,2,-4.346,1,0.0321,0.296,3.08e-06,0.133,0.536,100.022,audio_features,364slbGfjrEMyeyasjJ5gY,spotify:track:364slbGfjrEMyeyasjJ5gY,https://api.spotify.com/v1/tracks/364slbGfjrEMyeyasjJ5gY,https://api.spotify.com/v1/audio-analysis/364slbGfjrEMyeyasjJ5gY,303900,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/364slbGfjrEMyeyasjJ5gY?utm_source=generator,KarthikHey Babu,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5283953735270446
1817,Tippu,spotify:track:1iJ182kIQPSgoV0hw7Qaix,https://open.spotify.com/track/1iJ182kIQPSgoV0hw7Qaix,spotify:artist:0PykiHCcDsMPRV7s67qZ1B,https://open.spotify.com/artist/0PykiHCcDsMPRV7s67qZ1B,Gallo Thelina,spotify:album:2MijbCT3efuZuHsyVbc8PP,290862,Jalsa (Original Motion Picture Soundtrack),Gallo Thelina,0.859,0.747,7,-8.453,1,0.0779,0.0493,0.00119,0.0672,0.798,115.006,audio_features,1iJ182kIQPSgoV0hw7Qaix,spotify:track:1iJ182kIQPSgoV0hw7Qaix,https://api.spotify.com/v1/tracks/1iJ182kIQPSgoV0hw7Qaix,https://api.spotify.com/v1/audio-analysis/1iJ182kIQPSgoV0hw7Qaix,290862,4,64,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/1iJ182kIQPSgoV0hw7Qaix?utm_source=generator,TippuGallo Thelina,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5283768502670902
1162,Karthik,spotify:track:5sZ10zB4wed9CHx7zpXAMO,https://open.spotify.com/track/5sZ10zB4wed9CHx7zpXAMO,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Sa Sa Sye,spotify:album:3dwgGYfWlygIaQjFwUgs7j,260597,Bhadra,Sa Sa Sye,0.766,0.958,2,-4.627,1,0.255,0.027,0.00383,0.0483,0.551,95.015,audio_features,5sZ10zB4wed9CHx7zpXAMO,spotify:track:5sZ10zB4wed9CHx7zpXAMO,https://api.spotify.com/v1/tracks/5sZ10zB4wed9CHx7zpXAMO,https://api.spotify.com/v1/audio-analysis/5sZ10zB4wed9CHx7zpXAMO,260598,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/5sZ10zB4wed9CHx7zpXAMO?utm_source=generator,KarthikSa Sa Sye,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5283571721624232
1769,Ranjith Govind,spotify:track:4vGBcy63Zx9wHd18Hq2fLI,https://open.spotify.com/track/4vGBcy63Zx9wHd18Hq2fLI,spotify:artist:7zFlr6Y537SdALqy0Xfvth,https://open.spotify.com/artist/7zFlr6Y537SdALqy0Xfvth,Choopultho Guchchi,spotify:album:7KV6KxwUTTvYRthPC4TBQY,238341,Radha (Original Motion Picture Soundtrack),Choopultho Guchchi,0.853,0.626,2,-9.242,1,0.0861,0.544,0.000156,0.0934,0.734,114.985,audio_features,4vGBcy63Zx9wHd18Hq2fLI,spotify:track:4vGBcy63Zx9wHd18Hq2fLI,https://api.spotify.com/v1/tracks/4vGBcy63Zx9wHd18Hq2fLI,https://api.spotify.com/v1/audio-analysis/4vGBcy63Zx9wHd18Hq2fLI,238342,4,63,"['filmi', 'tamil pop']",5,telugu,https://open.spotify.com/embed/track/4vGBcy63Zx9wHd18Hq2fLI?utm_source=generator,Ranjith GovindChoopultho Guchchi,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5283377775243323
1210,Karthik,spotify:track:1gItQ4IXTVswdWUABfFQUZ,https://open.spotify.com/track/1gItQ4IXTVswdWUABfFQUZ,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Valu Kalla Vayyari,spotify:album:5wgkBhMWValkoEZPpBy8ry,333457,Mass (Original Motion Picture Soundtrack),Valu Kalla Vayyari,0.67,0.753,7,-6.602,1,0.283,0.145,1.73e-06,0.198,0.396,176.051,audio_features,1gItQ4IXTVswdWUABfFQUZ,spotify:track:1gItQ4IXTVswdWUABfFQUZ,https://api.spotify.com/v1/tracks/1gItQ4IXTVswdWUABfFQUZ,https://api.spotify.com/v1/audio-analysis/1gItQ4IXTVswdWUABfFQUZ,333458,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/1gItQ4IXTVswdWUABfFQUZ?utm_source=generator,KarthikValu Kalla Vayyari,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.528331853067585
1353,Haricharan,spotify:track:4SIjCzmhy06LecadJM1sUe,https://open.spotify.com/track/4SIjCzmhy06LecadJM1sUe,spotify:artist:1QvyquqkuuwUzdszyoKIy4,https://open.spotify.com/artist/1QvyquqkuuwUzdszyoKIy4,Hey Badhulu Cheppavey,spotify:album:5KppzmrC5pkMPjJkL4RksJ,234773,Ninnu Kori (Original Motion Picture Soundtrack),Hey Badhulu Cheppavey,0.705,0.548,7,-7.547,1,0.0405,0.517,4.16e-05,0.0801,0.812,142.98,audio_features,4SIjCzmhy06LecadJM1sUe,spotify:track:4SIjCzmhy06LecadJM1sUe,https://api.spotify.com/v1/tracks/4SIjCzmhy06LecadJM1sUe,https://api.spotify.com/v1/audio-analysis/4SIjCzmhy06LecadJM1sUe,234773,4,70,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/4SIjCzmhy06LecadJM1sUe?utm_source=generator,HaricharanHey Badhulu Cheppavey,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5282166484399706
996,Karthik,spotify:track:0IDXUTU70BKbqlXvHjFsQa,https://open.spotify.com/track/0IDXUTU70BKbqlXvHjFsQa,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Edho Edho Kotha Hai,spotify:album:36NsRVmZsICoj8B9roAjEW,256394,Life Anubhavinchu Raja,Edho Edho Kotha Hai,0.713,0.608,2,-6.782,1,0.0366,0.219,0.0,0.101,0.518,95.008,audio_features,0IDXUTU70BKbqlXvHjFsQa,spotify:track:0IDXUTU70BKbqlXvHjFsQa,https://api.spotify.com/v1/tracks/0IDXUTU70BKbqlXvHjFsQa,https://api.spotify.com/v1/audio-analysis/0IDXUTU70BKbqlXvHjFsQa,256394,4,73,"['filmi', 'tamil pop']",13,telugu,https://open.spotify.com/embed/track/0IDXUTU70BKbqlXvHjFsQa?utm_source=generator,KarthikEdho Edho Kotha Hai,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.527860554032022
1492,Ranjith Govind,spotify:track:2Btc9fcNpqjXx0dWgvjKoJ,https://open.spotify.com/track/2Btc9fcNpqjXx0dWgvjKoJ,spotify:artist:7zFlr6Y537SdALqy0Xfvth,https://open.spotify.com/artist/7zFlr6Y537SdALqy0Xfvth,Ayyo Ayyo,spotify:album:3YVSRvXiEavHSWFKXXPzkH,226440,Oopiri (Original Motion Picture Soundtrack),Ayyo Ayyo,0.852,0.638,2,-7.222,1,0.068,0.145,1.83e-05,0.135,0.778,95.003,audio_features,2Btc9fcNpqjXx0dWgvjKoJ,spotify:track:2Btc9fcNpqjXx0dWgvjKoJ,https://api.spotify.com/v1/tracks/2Btc9fcNpqjXx0dWgvjKoJ,https://api.spotify.com/v1/audio-analysis/2Btc9fcNpqjXx0dWgvjKoJ,226441,4,63,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/2Btc9fcNpqjXx0dWgvjKoJ?utm_source=generator,Ranjith GovindAyyo Ayyo,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5276035957395974
1478,Harris Jayaraj,spotify:track:6dV4WNB4KzHXqbpiR0gj11,https://open.spotify.com/track/6dV4WNB4KzHXqbpiR0gj11,spotify:artist:29aw5YCdIw2FEXYyAJZI8l,https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l,O Range,spotify:album:1GJnov5GqDzrZ5TGcyKXtz,255660,Orange,O Range,0.97,0.817,2,-8.333,1,0.113,0.0705,0.0,0.139,0.306,117.022,audio_features,6dV4WNB4KzHXqbpiR0gj11,spotify:track:6dV4WNB4KzHXqbpiR0gj11,https://api.spotify.com/v1/tracks/6dV4WNB4KzHXqbpiR0gj11,https://api.spotify.com/v1/audio-analysis/6dV4WNB4KzHXqbpiR0gj11,255660,4,73,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/6dV4WNB4KzHXqbpiR0gj11?utm_source=generator,Harris JayarajO Range,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5274436483811181
235,G. V. Prakash,spotify:track:1SD98pogFIJhn7bmSaXQVe,https://open.spotify.com/track/1SD98pogFIJhn7bmSaXQVe,spotify:artist:5VVN3xZw1i2qihfITZlvCZ,https://open.spotify.com/artist/5VVN3xZw1i2qihfITZlvCZ,"Sithramaina Bhoomi (From ""Aakaasam Nee Haddhu Ra"")",spotify:album:72AT221t1hxTwU2NlTbrda,228000,"Sithramaina Bhoomi (From ""Aakaasam Nee Haddhu Ra"")","Sithramaina Bhoomi (From ""Aakaasam Nee Haddhu Ra"")",0.911,0.588,7,-11.144,1,0.336,0.442,0.0,0.0418,0.72,133.992,audio_features,1SD98pogFIJhn7bmSaXQVe,spotify:track:1SD98pogFIJhn7bmSaXQVe,https://api.spotify.com/v1/tracks/1SD98pogFIJhn7bmSaXQVe,https://api.spotify.com/v1/audio-analysis/1SD98pogFIJhn7bmSaXQVe,228000,4,75,"['filmi', 'tamil pop']",5,telugu,https://open.spotify.com/embed/track/1SD98pogFIJhn7bmSaXQVe?utm_source=generator,"G. V. PrakashSithramaina Bhoomi (From ""Aakaasam Nee Haddhu Ra"")","[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5274172426915482
1530,Unnikrishnan,spotify:track:0DO2xn9XjG8FJObQKOk6M6,https://open.spotify.com/track/0DO2xn9XjG8FJObQKOk6M6,spotify:artist:0mV4UQ0gHg59AAUtg968pX,https://open.spotify.com/artist/0mV4UQ0gHg59AAUtg968pX,Hayirabba,spotify:album:1q4s6VbAzMHqGU4tjMIS8U,433214,Jeans (Original Motion Picture Soundtrack),Hayirabba,0.729,0.856,2,-6.458,1,0.143,0.0805,1.72e-06,0.0883,0.681,87.965,audio_features,0DO2xn9XjG8FJObQKOk6M6,spotify:track:0DO2xn9XjG8FJObQKOk6M6,https://api.spotify.com/v1/tracks/0DO2xn9XjG8FJObQKOk6M6,https://api.spotify.com/v1/audio-analysis/0DO2xn9XjG8FJObQKOk6M6,433215,4,63,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/0DO2xn9XjG8FJObQKOk6M6?utm_source=generator,UnnikrishnanHayirabba,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5270346389617169
52,Marshmello,spotify:track:3QNG9RhD93ypeMp3DUmkaO,https://open.spotify.com/track/3QNG9RhD93ypeMp3DUmkaO,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,Be Kind (with Halsey) [Surf Mesa Remix],spotify:album:7CqKURtW7U6VGfLkVKTF6z,174289,Be Kind (with Halsey) [Surf Mesa Remix],Be Kind (with Halsey) [Surf Mesa Remix],0.684,0.677,4,-5.398,1,0.0426,0.0305,0.0,0.093,0.494,113.12,audio_features,3QNG9RhD93ypeMp3DUmkaO,spotify:track:3QNG9RhD93ypeMp3DUmkaO,https://api.spotify.com/v1/tracks/3QNG9RhD93ypeMp3DUmkaO,https://api.spotify.com/v1/audio-analysis/3QNG9RhD93ypeMp3DUmkaO,174289,4,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",55,english,https://open.spotify.com/embed/track/3QNG9RhD93ypeMp3DUmkaO?utm_source=generator,MarshmelloBe Kind (with Halsey) [Surf Mesa Remix],"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",high,Positive,0.526458562605717
1633,Mano,spotify:track:2DB1oIMt3fXc87mLLVw9eH,https://open.spotify.com/track/2DB1oIMt3fXc87mLLVw9eH,spotify:artist:3NzhVoa20crNtp1p4zE8um,https://open.spotify.com/artist/3NzhVoa20crNtp1p4zE8um,Ooh Mama,spotify:album:1Nut98q7X0mcrGoiAVxhCW,276038,Cheli (Original Motion Picture Soundtrack),Ooh Mama,0.9,0.726,7,-9.842,1,0.134,0.0314,0.0,0.0374,0.605,107.909,audio_features,2DB1oIMt3fXc87mLLVw9eH,spotify:track:2DB1oIMt3fXc87mLLVw9eH,https://api.spotify.com/v1/tracks/2DB1oIMt3fXc87mLLVw9eH,https://api.spotify.com/v1/audio-analysis/2DB1oIMt3fXc87mLLVw9eH,276039,4,65,"['filmi', 'tamil pop']",0,telugu,https://open.spotify.com/embed/track/2DB1oIMt3fXc87mLLVw9eH?utm_source=generator,ManoOoh Mama,"[""['filmi',"", ""'tamil"", ""pop']""]",low,Neutral,0.5254284826106825
735,Darshan Raval,spotify:track:4ymPEyiXabTe1NO8q8EFxG,https://open.spotify.com/track/4ymPEyiXabTe1NO8q8EFxG,spotify:artist:2GoeZ0qOTt6kjsWW4eA6LS,https://open.spotify.com/artist/2GoeZ0qOTt6kjsWW4eA6LS,"Chogada (From ""Loveyatri"")",spotify:album:7hGQiJXERTnhQbW5cyo2bA,249741,"Chogada (From ""Loveyatri"")","Chogada (From ""Loveyatri"")",0.359,0.972,7,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,audio_features,4ymPEyiXabTe1NO8q8EFxG,spotify:track:4ymPEyiXabTe1NO8q8EFxG,https://api.spotify.com/v1/tracks/4ymPEyiXabTe1NO8q8EFxG,https://api.spotify.com/v1/audio-analysis/4ymPEyiXabTe1NO8q8EFxG,249742,4,74,"['desi pop', 'gujarati pop', 'modern bollywood']",64,hindi,https://open.spotify.com/embed/track/4ymPEyiXabTe1NO8q8EFxG?utm_source=generator,"Darshan RavalChogada (From ""Loveyatri"")","[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral,0.5251175596341796
