artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Rahat Fateh Ali Khan,2RNCGsAi3ERAf2k2Mhhdyu,"Surili Akhiyon Wale (From ""Veer"")",0.514,0.574,4,-5.788,1,0.0312,0.402,0.0,0.0965,0.4,75.89,73,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",41,"[""['classic"", 'pakistani', ""pop',"", ""'filmi',"", ""'modern"", ""bollywood',"", ""'qawwali',"", ""'sufi']""]",low,Neutral
Sonu Nigam,5rvZ657t4XTzO3xwIbr5EK,Don't Say Alvida,0.534,0.693,7,-5.325,0,0.0847,0.671,2.98e-06,0.32,0.807,174.083,76,"['desi pop', 'filmi', 'modern bollywood']",33,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Udit Narayan,2yMfDwie0nTQDpyMGDWwPD,Lal Chunariya,0.576,0.664,2,-6.603,1,0.062,0.436,0.0,0.344,0.777,81.008,79,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",31,"[""['chutney',"", ""'classic"", ""bollywood',"", ""'desi"", ""pop',"", ""'filmi']""]",low,Neutral
Sonu Nigam,3wiKJ8i3Ixdrc3qxBFFbPM,Dupatta Tera Nau Rang Da,0.706,0.954,9,-5.112,1,0.046,0.0291,0.000246,0.2,0.714,134.97,76,"['desi pop', 'filmi', 'modern bollywood']",53,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Wajid,4tBMbRwLJa5BjwJ6FrBlks,Soni De Nakhre,0.829,0.852,6,-5.4,1,0.0477,0.00698,0.000278,0.055,0.912,131.989,54,"['desi pop', 'filmi', 'modern bollywood']",63,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Udit Narayan,3WQyg3aakTMchXSeBnstLi,Rab Kare,0.397,0.8,5,-5.583,1,0.104,0.405,6.1e-06,0.217,0.888,83.377,79,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",50,"[""['chutney',"", ""'classic"", ""bollywood',"", ""'desi"", ""pop',"", ""'filmi']""]",low,Neutral
Pritam,2XYyriLyJSuGj4FN7QoNmM,Khudaya Khair,0.573,0.746,7,-5.699,1,0.0705,0.45,0.0,0.162,0.807,171.949,88,"['filmi', 'indian instrumental', 'modern bollywood']",60,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",low,Neutral
Salim–Sulaiman,35q8YicLrwGBD0jmKq7Mfu,O Re Piya - Flute Version (Instrumental),0.361,0.445,11,-9.768,0,0.0333,0.835,0.893,0.146,0.5,99.998,65,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",43,"[""['desi"", ""pop',"", ""'filmi',"", ""'indian"", ""folk',"", ""'modern"", ""bollywood']""]",low,Neutral
A.R. Rahman,6bdpj89aYEBjhpsenXAsmO,Enna Sona,0.717,0.416,7,-9.875,0,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,81,"['filmi', 'modern bollywood']",73,"[""['filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Rochak Kohli,2Zwv2vKU8mwgh2LI5GUKcT,Meri Aashiqui,0.555,0.665,8,-8.132,0,0.0403,0.139,0.0,0.167,0.472,75.008,71,"['desi pop', 'modern bollywood']",51,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal Mishra,6LpswW9691XT9OjVSvDU6G,Aaj Bhi,0.581,0.304,1,-9.707,0,0.0273,0.886,2.58e-05,0.103,0.0977,109.036,70,"['desi pop', 'modern bollywood']",57,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,3QOkeMwt2pRmjwgB217fqF,"Mehrama (From ""Love Aaj Kal"")",0.549,0.634,7,-8.827,1,0.0342,0.861,0.00838,0.0953,0.36,107.946,88,"['filmi', 'indian instrumental', 'modern bollywood']",51,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",high,Positive
Asees Kaur,7DXGV8ywDAd1Datk1oD2Y1,Galat,0.653,0.57,5,-3.978,0,0.0579,0.416,0.0,0.182,0.571,90.035,73,"['desi pop', 'filmi', 'modern bollywood']",39,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Vishal Mishra,2qArFmnl9MeUaPAzg5sKwr,Sajna Ve,0.593,0.378,11,-8.706,1,0.0376,0.642,0.0,0.134,0.389,83.992,70,"['desi pop', 'modern bollywood']",0,"[""['desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Pritam,1XFf2kq8WlBQbGrt3BWEgp,"Mehrama Remix (By DJ Angel) (From ""Love Aaj Kal"")",0.641,0.829,7,-5.585,1,0.0439,0.42,7.68e-05,0.0857,0.491,109.983,88,"['filmi', 'indian instrumental', 'modern bollywood']",25,"[""['filmi',"", ""'indian"", ""instrumental',"", ""'modern"", ""bollywood']""]",high,Positive
Yasser Desai,5urYiIXu1ZhfMAOsp7WDTc,"Dil Ko Karaar Aaya (From ""Sukoon"")",0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,65,"['desi pop', 'filmi', 'modern bollywood']",76,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Ezu,5MVgbOulRaJqYKpmJEthkS,Jannat,0.589,0.536,3,-7.24,0,0.0274,0.47,0.0,0.0919,0.564,109.87,58,"['desi hip hop', 'desi pop']",50,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop']""]",low,Neutral
Tulsi Kumar,7a0BFgztPDdcUfRaHJbna1,"Tera Chehra-Jaan Meri (From ""T-Series Mixtape Rewind Season 3"")",0.53,0.493,6,-6.704,1,0.0286,0.899,0.000158,0.144,0.272,109.823,72,"['desi pop', 'filmi', 'modern bollywood']",50,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Salim Merchant,0sT4mlvpsA35uCL4SHiznF,Dua-Saware,0.46,0.616,0,-6.606,0,0.0343,0.718,9.83e-06,0.142,0.487,144.854,63,['modern bollywood'],32,"[""['modern"", ""bollywood']""]",low,Neutral
A.R. Rahman,6Z394Nd4gW6Ts9hmu3NUjx,Nadaan Parinde,0.507,0.741,6,-7.456,0,0.0535,0.414,3.95e-06,0.107,0.492,132.903,81,"['filmi', 'modern bollywood']",62,"[""['filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,187KjVyRIItzwKGt8REpIS,Jannat Ve,0.603,0.935,1,-1.958,0,0.0531,0.455,0.0,0.354,0.58,80.95,74,"['desi pop', 'gujarati pop', 'modern bollywood']",55,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Tulsi Kumar,2Vw94w6FxCyaYwyCivi9Py,Tere Naal,0.315,0.491,11,-7.0,1,0.0311,0.748,0.0,0.128,0.245,109.966,72,"['desi pop', 'filmi', 'modern bollywood']",60,"[""['desi"", ""pop',"", ""'filmi',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,3wmI2n0Whs6kg4MT8jFRU1,Teri Aankhon Mein,0.517,0.623,4,-6.812,1,0.0884,0.419,0.0,0.146,0.456,160.085,74,"['desi pop', 'gujarati pop', 'modern bollywood']",62,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,51nFtBMc34nvRFjY5RNKd1,Mujhe Peene Do,0.268,0.334,3,-8.877,0,0.0332,0.759,0.0,0.117,0.175,55.832,74,"['desi pop', 'gujarati pop', 'modern bollywood']",27,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,7oUCpKXbK5PdNB0ytPOSqH,Rabba Mehar Kari,0.475,0.636,10,-5.293,1,0.0389,0.47,0.0,0.116,0.333,80.171,74,"['desi pop', 'gujarati pop', 'modern bollywood']",64,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",0.359,0.972,7,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,74,"['desi pop', 'gujarati pop', 'modern bollywood']",64,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,4vsLebwJWt4Nl9Hqk6AHgv,Main Kisi Aur Ka,0.396,0.279,1,-9.769,1,0.0321,0.762,4.79e-06,0.107,0.219,112.027,74,"['desi pop', 'gujarati pop', 'modern bollywood']",37,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",medium,Positive
Darshan Raval,3kSYKolWOj0yZMWFqwcCBs,Do Din,0.745,0.782,4,-5.68,0,0.0464,0.459,0.000136,0.108,0.823,101.039,74,"['desi pop', 'gujarati pop', 'modern bollywood']",53,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Darshan Raval,6SsWPeDP7BCimzvNJ5AYmM,Judaiyaan - Reprise,0.496,0.305,2,-9.989,1,0.0273,0.865,5.97e-06,0.144,0.191,95.051,74,"['desi pop', 'gujarati pop', 'modern bollywood']",37,"[""['desi"", ""pop',"", ""'gujarati"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
