artist_name,track_uri,track_url,artist_uri,artist_url,track_name,album_uri,duration_ms_x,album_name,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature,artist_pop,genres,track_pop,language
Sabrina Carpenter,spotify:track:03B2SfXuvDh1m9F4tqrX07,https://open.spotify.com/track/03B2SfXuvDh1m9F4tqrX07,spotify:artist:74KM79TiuVKeVCqs8QtB0B,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B,Skin,spotify:album:6JISV6SiJtQnIsNC6OVpUf,177500.0,Skin,Skin,0.557,0.457,7.0,-5.372,1.0,0.0335,0.428,0.0,0.0567,0.328,105.918,audio_features,03B2SfXuvDh1m9F4tqrX07,spotify:track:03B2SfXuvDh1m9F4tqrX07,https://api.spotify.com/v1/tracks/03B2SfXuvDh1m9F4tqrX07,https://api.spotify.com/v1/audio-analysis/03B2SfXuvDh1m9F4tqrX07,177500.0,4.0,80.0,"['dance pop', 'pop', 'post-teen pop']",1312432244,english
Tesher,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,https://open.spotify.com/track/6FvSS3Goz7OC8oCC2eWqe8,spotify:artist:49YbNTLaaAbZHLtDI2aPGL,https://open.spotify.com/artist/49YbNTLaaAbZHLtDI2aPGL,Jalebi Baby (Tesher x Jason Derulo),spotify:album:7JXaassDX0q7XtdJLepSGd,169154.0,Jalebi Baby (Tesher x Jason Derulo),Jalebi Baby (Tesher x Jason Derulo),0.691,0.829,0.0,-7.179,1.0,0.0412,0.0289,0.0,0.254,0.866,93.059,audio_features,6FvSS3Goz7OC8oCC2eWqe8,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/audio-analysis/6FvSS3Goz7OC8oCC2eWqe8,169154.0,4.0,60.0,[],1598999123,english
Avicii,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6,The Nights,spotify:album:0h2knr6qpiAq0tV5ri5JMF,176658.0,The Days / Nights,The Nights,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,audio_features,0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658.0,4.0,82.0,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']","1,345,056,904",english
Jawsh 685,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,spotify:artist:56mfhUDKa1vec6rSLZV5Eg,https://open.spotify.com/artist/56mfhUDKa1vec6rSLZV5Eg,Savage Love (Laxed - Siren Beat),spotify:album:1XMw3pBrYeXzNXZXc84DNw,171374.0,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),0.767,0.481,0.0,-8.52,0.0,0.0803,0.234,0.0,0.269,0.761,150.076,audio_features,1xQ6trAsedVPCdbtDAmk0c,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375.0,4.0,63.0,['nz pop'],1025147275,english
Dua Lipa,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we,Levitating (feat. DaBaby),spotify:album:5lKlFlReHOLShQKyRv6AL9,203064.0,Future Nostalgia,Levitating (feat. DaBaby),0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064.0,4.0,88.0,"['dance pop', 'pop', 'uk pop']",107932087,english
Maroon 5,spotify:track:4cktbXiXOapiLBMprHFErI,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI,spotify:artist:04gDigrS5kc9YWfZHwBETP,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,Memories,spotify:album:1pCA38N6MkLlthXtAOvZTU,189486.0,JORDI (Deluxe),Memories,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,audio_features,4cktbXiXOapiLBMprHFErI,spotify:track:4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI,189486.0,4.0,86.0,['pop'],1233424333,english
Lil Nas X,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,MONTERO (Call Me By Your Name),spotify:album:2Hjcfw8zHN4dJDZJGOzLd6,137875.0,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,audio_features,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,137876.0,4.0,81.0,"['lgbtq+ hip hop', 'pop']",1670889343,english
Internet Money,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://open.spotify.com/track/02kDW379Yfd5PzW5A6vuGt,spotify:artist:6MPCFvOQv5cIGfw3jODMF0,https://open.spotify.com/artist/6MPCFvOQv5cIGfw3jODMF0,Lemonade,spotify:album:1pFaEu56zqpzSviJc3htZN,195428.0,"Lemonade (feat. Gunna, Don Toliver & NAV)",Lemonade,0.799,0.66,1.0,-6.153,0.0,0.079,0.256,0.0,0.111,0.471,140.04,audio_features,02kDW379Yfd5PzW5A6vuGt,spotify:track:02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/tracks/02kDW379Yfd5PzW5A6vuGt,https://api.spotify.com/v1/audio-analysis/02kDW379Yfd5PzW5A6vuGt,195429.0,4.0,72.0,"['pop rap', 'rap', 'trap']",1172243234,english
NEFFEX,spotify:track:61RsA1VPJu0JFVsxMxwW6b,https://open.spotify.com/track/61RsA1VPJu0JFVsxMxwW6b,spotify:artist:3z97WMRi731dCvKklIf2X6,https://open.spotify.com/artist/3z97WMRi731dCvKklIf2X6,Careless,spotify:album:07vI2kcQFYMSEJYdbkdbNj,296800.0,Careless,Careless,0.711,0.545,10.0,-8.401,1.0,0.11,0.085,0.0,0.095,0.44,74.996,audio_features,61RsA1VPJu0JFVsxMxwW6b,spotify:track:61RsA1VPJu0JFVsxMxwW6b,https://api.spotify.com/v1/tracks/61RsA1VPJu0JFVsxMxwW6b,https://api.spotify.com/v1/audio-analysis/61RsA1VPJu0JFVsxMxwW6b,296800.0,4.0,74.0,[],1723492341,english
Justin Bieber,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Intentions,spotify:album:55zg331p7m1EFA4uRggkwt,212868.0,Intentions,Intentions,0.811,0.553,9.0,-6.644,1.0,0.0552,0.317,0.0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869.0,4.0,91.0,"['canadian pop', 'pop']",189234278,english
Marshmello,spotify:track:12mGwph2YzDIlChtq3EdXP,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,Alone,spotify:album:2v4Crisjd4sT782Jvn7ISC,273802.0,Alone,Alone,0.636,0.953,2.0,-3.74,1.0,0.0353,0.0244,0.0164,0.108,0.397,142.011,audio_features,12mGwph2YzDIlChtq3EdXP,spotify:track:12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/tracks/12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/audio-analysis/12mGwph2YzDIlChtq3EdXP,273803.0,4.0,85.0,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",278299124,english
Charlie Puth,spotify:track:4iLqG9SeJSnt0cSPICSjxv,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,Attention,spotify:album:0t0NkQulrNkxw2oUZZHboA,211475.0,Attention,Attention,0.774,0.626,3.0,-4.432,0.0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,audio_features,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/tracks/4iLqG9SeJSnt0cSPICSjxv,https://api.spotify.com/v1/audio-analysis/4iLqG9SeJSnt0cSPICSjxv,211475.0,4.0,83.0,"['dance pop', 'pop', 'viral pop']",123228323,english
SHAED,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,spotify:artist:3KwmxIhSe9UTSEF37kwngR,https://open.spotify.com/artist/3KwmxIhSe9UTSEF37kwngR,Trampoline (with ZAYN),spotify:album:5QqqBZmdQmY1MvlnpBkagB,184280.0,Trampoline (with ZAYN),Trampoline (with ZAYN),0.619,0.459,7.0,-5.782,0.0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,1iQDltZqI7BXnHrFy4Qo1k,spotify:track:1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/tracks/1iQDltZqI7BXnHrFy4Qo1k,https://api.spotify.com/v1/audio-analysis/1iQDltZqI7BXnHrFy4Qo1k,184280.0,4.0,61.0,"['electropop', 'pop']",1200938774,english
Clean Bandit,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,spotify:artist:6MDME20pz9RveH9rEXvrOM,https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM,Rockabye (feat. Sean Paul & Anne-Marie),spotify:album:3meZFplbMmji648oWUNEfQ,251088.0,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),0.72,0.763,9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088.0,4.0,75.0,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk funky']",837227718,english
24kGoldn,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,spotify:artist:6fWVd57NKTalqvmjRd2t8Z,https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z,Mood (feat. iann dior),spotify:album:270o30h7cAlEhBnbuSpFZq,140533.0,El Dorado,Mood (feat. iann dior),0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,audio_features,4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533.0,4.0,73.0,"['cali rap', 'pop', 'pop rap', 'rap']",1648926489,english
Jason Derulo,spotify:track:59qrUpoplZxbIZxk6X0Bm3,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y,Take You Dancing,spotify:album:3II80i5KpS38r0QjNzu8ly,190306.0,Take You Dancing,Take You Dancing,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,audio_features,59qrUpoplZxbIZxk6X0Bm3,spotify:track:59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/audio-analysis/59qrUpoplZxbIZxk6X0Bm3,190306.0,4.0,80.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",624512390,english
BTS,spotify:track:4saklk6nie3yiGePpBwUoc,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX,Dynamite,spotify:album:2qehskW9lYGWfYb0xPZkrS,199053.0,BE,Dynamite,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,audio_features,4saklk6nie3yiGePpBwUoc,spotify:track:4saklk6nie3yiGePpBwUoc,https://api.spotify.com/v1/tracks/4saklk6nie3yiGePpBwUoc,https://api.spotify.com/v1/audio-analysis/4saklk6nie3yiGePpBwUoc,199054.0,4.0,91.0,"['k-pop', 'k-pop boy group']",1632218334,english
Mark Ronson,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,https://open.spotify.com/artist/3hv9jJF3adDNsBSIQDqcjp,Uptown Funk (feat. Bruno Mars),spotify:album:3vLaOYCNCzngDf8QdBg2V1,269666.0,Uptown Special,Uptown Funk (feat. Bruno Mars),0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667.0,4.0,76.0,"['dance pop', 'pop']",1697433239,english
DJ Snake,spotify:track:3dsyqPDiWYYilRZNBxgxHE,https://open.spotify.com/track/3dsyqPDiWYYilRZNBxgxHE,spotify:artist:540vIaP2JwjQb9dm3aArA4,https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4,Magenta Riddim,spotify:album:2MFS6WG6jnPAgvJpV3PehR,194490.0,Carte Blanche,Magenta Riddim,0.602,0.892,10.0,-3.66,0.0,0.0672,0.000393,0.813,0.304,0.57,102.047,audio_features,3dsyqPDiWYYilRZNBxgxHE,spotify:track:3dsyqPDiWYYilRZNBxgxHE,https://api.spotify.com/v1/tracks/3dsyqPDiWYYilRZNBxgxHE,https://api.spotify.com/v1/audio-analysis/3dsyqPDiWYYilRZNBxgxHE,194490.0,4.0,78.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",877323980,english
Lauv,spotify:track:09PGubKAMryhOWv1LHpCYz,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv,"fuck, i'm lonely",spotify:album:6EgJXcGqaUvgZIF9bqPXfP,198973.0,~how i'm feeling~,"fuck, i'm lonely",0.809,0.547,9.0,-7.304,1.0,0.0609,0.46,0.0,0.0543,0.717,95.012,audio_features,09PGubKAMryhOWv1LHpCYz,spotify:track:09PGubKAMryhOWv1LHpCYz,https://api.spotify.com/v1/tracks/09PGubKAMryhOWv1LHpCYz,https://api.spotify.com/v1/audio-analysis/09PGubKAMryhOWv1LHpCYz,198973.0,4.0,78.0,"['dance pop', 'pop']",460987234,english
Imagine Dragons,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,spotify:artist:53XhwfbYqKCa1cC15pYq2q,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q,Thunder,spotify:album:33pt9HBdGlAbRGBHQgsZsU,187146.0,Evolve,Thunder,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147.0,4.0,89.0,"['modern rock', 'rock']",1961567372,english
J Balvin,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,https://open.spotify.com/track/4ipnJyDU3Lq15qBAYNqlqK,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5,Mi Gente,spotify:album:1ZJtkYBzRb7drznu3UYb3k,189440.0,Mi Gente,Mi Gente,0.774,0.687,11.0,-4.818,0.0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,audio_features,4ipnJyDU3Lq15qBAYNqlqK,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,https://api.spotify.com/v1/tracks/4ipnJyDU3Lq15qBAYNqlqK,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,189440.0,4.0,88.0,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",1311874778,english
Harry Styles,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,spotify:artist:6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,Watermelon Sugar,spotify:album:7xV2TzoaVc0ycW7fwBwAml,174000.0,Fine Line,Watermelon Sugar,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0,90.0,['pop'],2191722347,english
Camila Cabello,spotify:track:3yOlyBJuViE2YSGn3nVE1K,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF,My Oh My (feat. DaBaby),spotify:album:3Vsbl0diFGw8HNSjG8ue9m,170746.0,Romance,My Oh My (feat. DaBaby),0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,audio_features,3yOlyBJuViE2YSGn3nVE1K,spotify:track:3yOlyBJuViE2YSGn3nVE1K,https://api.spotify.com/v1/tracks/3yOlyBJuViE2YSGn3nVE1K,https://api.spotify.com/v1/audio-analysis/3yOlyBJuViE2YSGn3nVE1K,170746.0,4.0,82.0,"['dance pop', 'pop', 'post-teen pop']",641124678,english
Justin Bieber,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Yummy,spotify:album:63iWSELt9V1kV6RSMxN7Ii,208520.0,Changes,Yummy,0.676,0.506,9.0,-6.652,0.0,0.0958,0.345,0.0,0.118,0.497,145.842,audio_features,16wAOAZ2OkqoIDN7TpChjR,spotify:track:16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/tracks/16wAOAZ2OkqoIDN7TpChjR,https://api.spotify.com/v1/audio-analysis/16wAOAZ2OkqoIDN7TpChjR,208520.0,4.0,91.0,"['canadian pop', 'pop']",1238973234,english
Deep Chills,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://open.spotify.com/track/1oIdcFtf58sZbS7QyZQJ2P,spotify:artist:12rBrcOPP50qIan8ew4iTP,https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP,Run Free,spotify:album:37QAucQUcm3aCvRLxjtwKj,170562.0,Run Free,Run Free,0.727,0.69,7.0,-4.559,1.0,0.0345,0.202,3.27e-06,0.414,0.699,100.002,audio_features,1oIdcFtf58sZbS7QyZQJ2P,spotify:track:1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/tracks/1oIdcFtf58sZbS7QyZQJ2P,https://api.spotify.com/v1/audio-analysis/1oIdcFtf58sZbS7QyZQJ2P,170562.0,4.0,61.0,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",233344344,english
HRVY,spotify:track:3wuR0YSNdT9rgWfFi1lctv,https://open.spotify.com/track/3wuR0YSNdT9rgWfFi1lctv,spotify:artist:28y6CyJNkGNjJQKrlx4AmN,https://open.spotify.com/artist/28y6CyJNkGNjJQKrlx4AmN,Million Ways,spotify:album:1xt2BkbHWFWZbQqP5iFHwe,169887.0,Million Ways,Million Ways,0.645,0.803,6.0,-4.819,1.0,0.034,0.0312,0.0,0.13,0.471,106.03,audio_features,3wuR0YSNdT9rgWfFi1lctv,spotify:track:3wuR0YSNdT9rgWfFi1lctv,https://api.spotify.com/v1/tracks/3wuR0YSNdT9rgWfFi1lctv,https://api.spotify.com/v1/audio-analysis/3wuR0YSNdT9rgWfFi1lctv,169887.0,4.0,66.0,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'social media pop', 'tropical house']",453235465,english
Jonas Brothers,spotify:track:22vgEDb5hykfaTwLuskFGD,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,Sucker,spotify:album:1Uf67JAtkVWfdydzFFqNF2,181026.0,Happiness Begins,Sucker,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027.0,4.0,77.0,"['boy band', 'dance pop', 'pop', 'post-teen pop']",422435343,english
Tones And I,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,spotify:artist:2NjfBq1NflQcKSeiDooVjY,https://open.spotify.com/artist/2NjfBq1NflQcKSeiDooVjY,Dance Monkey,spotify:album:31IDBea3eEs57a0joX6TjN,209754.0,Dance Monkey,Dance Monkey,0.826,0.593,6.0,-6.401,0.0,0.0976,0.688,0.000161,0.17,0.541,98.083,audio_features,1rgnBhdG2JDFTbYkYRZAku,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755.0,4.0,72.0,"['australian pop', 'dance pop', 'pop']",1234325454,english
Marshmello,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,Here With Me,spotify:album:6NHS3hV16MZyfcp0nSHdrd,156346.0,Here With Me,Here With Me,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,5icOoE6VgqFKohjWWNp0Ac,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347.0,4.0,85.0,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",542353432,english
Ed Sheeran,spotify:track:4evmHXcjt3bTUHD1cvny97,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,Beautiful People (feat. Khalid),spotify:album:3E12WU80fDMyu7GyIAx7wJ,197866.0,Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867.0,4.0,92.0,"['pop', 'uk pop']",235663432,english
Alan Walker,spotify:track:2DGa7iaidT5s0qnINlwMjJ,https://open.spotify.com/track/2DGa7iaidT5s0qnINlwMjJ,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN,The Spectre,spotify:album:1IKRstg3XuCuLWeCg3oaAW,193787.0,The Spectre,The Spectre,0.654,0.711,1.0,-7.437,0.0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,audio_features,2DGa7iaidT5s0qnINlwMjJ,spotify:track:2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/tracks/2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/audio-analysis/2DGa7iaidT5s0qnINlwMjJ,193788.0,4.0,81.0,['electro house'],1131543434,english
Alan Walker,spotify:track:1jLsirPDkUS2g4gnkYua58,https://open.spotify.com/track/1jLsirPDkUS2g4gnkYua58,spotify:artist:7vk5e3vY1uw9plTHJAMwjN,https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN,Ignite,spotify:album:6Rg9tJW4DSAUyNp59VXzu1,210288.0,Ignite,Ignite,0.681,0.864,8.0,-4.3,0.0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,audio_features,1jLsirPDkUS2g4gnkYua58,spotify:track:1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/tracks/1jLsirPDkUS2g4gnkYua58,https://api.spotify.com/v1/audio-analysis/1jLsirPDkUS2g4gnkYua58,210288.0,4.0,81.0,['electro house'],354324532,english
