artist_name,track_uri,track_url,artist_uri,artist_url,track_name,album_uri,duration_ms_x,album_name,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature,artist_pop,genres,track_pop,language
Vishal Mishra,spotify:track:5tCsbcxZI4SuGsxS4R8t1o,https://open.spotify.com/track/5tCsbcxZI4SuGsxS4R8t1o,spotify:artist:5wJ1H6ud777odtZl5gG507,https://open.spotify.com/artist/5wJ1H6ud777odtZl5gG507,Etthara Jenda,spotify:album:3kBrgReuEedduqXf27qgn9,262218.0,RRR,Etthara Jenda,0.507,0.953,11.0,-4.447,0.0,0.28,0.532,0.00206,0.318,0.791,69.587,audio_features,5tCsbcxZI4SuGsxS4R8t1o,spotify:track:5tCsbcxZI4SuGsxS4R8t1o,https://api.spotify.com/v1/tracks/5tCsbcxZI4SuGsxS4R8t1o,https://api.spotify.com/v1/audio-analysis/5tCsbcxZI4SuGsxS4R8t1o,262218.0,4.0,70.0,"['desi pop', 'modern bollywood']",9078076,telugu
L. V. Revanth,spotify:track:6GbObXudr6oFWk8FdHHLeh,https://open.spotify.com/track/6GbObXudr6oFWk8FdHHLeh,spotify:artist:2OrTfOi3k8VMFLuvC527bB,https://open.spotify.com/artist/2OrTfOi3k8VMFLuvC527bB,Saana Kastam,spotify:album:5UlyI2OfFD3HPWgsui3YL3,244188.0,Acharya,Saana Kastam,0.579,0.67,8.0,-9.583,1.0,0.173,0.158,0.00445,0.598,0.564,137.908,audio_features,6GbObXudr6oFWk8FdHHLeh,spotify:track:6GbObXudr6oFWk8FdHHLeh,https://api.spotify.com/v1/tracks/6GbObXudr6oFWk8FdHHLeh,https://api.spotify.com/v1/audio-analysis/6GbObXudr6oFWk8FdHHLeh,244188.0,4.0,54.0,"['filmi', 'tollywood']",987078,telugu
Prakruthi Reddy,spotify:track:5GjYjVSNtHeOJtumwvR7eB,https://open.spotify.com/track/5GjYjVSNtHeOJtumwvR7eB,spotify:artist:7uI1uHoHZxolbz9jIN4hrN,https://open.spotify.com/artist/7uI1uHoHZxolbz9jIN4hrN,Komma Uyyala,spotify:album:3kBrgReuEedduqXf27qgn9,284405.0,RRR,Komma Uyyala,0.602,0.492,1.0,-6.806,0.0,0.0302,0.741,0.000153,0.139,0.474,164.058,audio_features,5GjYjVSNtHeOJtumwvR7eB,spotify:track:5GjYjVSNtHeOJtumwvR7eB,https://api.spotify.com/v1/tracks/5GjYjVSNtHeOJtumwvR7eB,https://api.spotify.com/v1/audio-analysis/5GjYjVSNtHeOJtumwvR7eB,284405.0,3.0,37.0,[],69087067,telugu
Mangli,spotify:track:74IQCxI4nws964fic1Q4pv,https://open.spotify.com/track/74IQCxI4nws964fic1Q4pv,spotify:artist:1pDF5UltcypyatITA3Pduo,https://open.spotify.com/artist/1pDF5UltcypyatITA3Pduo,Saranga Dariya,spotify:album:7BuoXUb63gAPM9CMOlXJw1,230048.0,Love Story,Saranga Dariya,0.676,0.8,7.0,-6.409,1.0,0.0516,0.143,0.0,0.602,0.654,107.501,audio_features,74IQCxI4nws964fic1Q4pv,spotify:track:74IQCxI4nws964fic1Q4pv,https://api.spotify.com/v1/tracks/74IQCxI4nws964fic1Q4pv,https://api.spotify.com/v1/audio-analysis/74IQCxI4nws964fic1Q4pv,230049.0,4.0,64.0,['tollywood'],4753745,telugu
Thaman S,spotify:track:5utrjc4CKEFVy0D3eJxV70,https://open.spotify.com/track/5utrjc4CKEFVy0D3eJxV70,spotify:artist:2FgHPfRprDaylrSRVf1UlN,https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN,Ma Ma Mahesha,spotify:album:6zhQKIoNnvBeekH1s5do2M,246864.0,Ma Ma Mahesha - Sarkaru Vaari Paata,Ma Ma Mahesha,0.404,0.89,7.0,-6.416,0.0,0.309,0.524,0.000164,0.139,0.73,74.924,audio_features,5utrjc4CKEFVy0D3eJxV70,spotify:track:5utrjc4CKEFVy0D3eJxV70,https://api.spotify.com/v1/tracks/5utrjc4CKEFVy0D3eJxV70,https://api.spotify.com/v1/audio-analysis/5utrjc4CKEFVy0D3eJxV70,246865.0,4.0,73.0,"['filmi', 'new beat', 'tamil pop']",548568,telugu
Sid Sriram,spotify:track:2CksHE61XT1jxJ6ZdkR9et,https://open.spotify.com/track/2CksHE61XT1jxJ6ZdkR9et,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Aanandam Madike,spotify:album:0RfOfWJyjxu8WMNW637f9J,218406.0,Ishq - Not A Love Story,Aanandam Madike,0.416,0.677,6.0,-4.244,1.0,0.0861,0.565,0.0,0.132,0.321,77.995,audio_features,2CksHE61XT1jxJ6ZdkR9et,spotify:track:2CksHE61XT1jxJ6ZdkR9et,https://api.spotify.com/v1/tracks/2CksHE61XT1jxJ6ZdkR9et,https://api.spotify.com/v1/audio-analysis/2CksHE61XT1jxJ6ZdkR9et,218407.0,4.0,78.0,['filmi'],679457456,telugu
Sid Sriram,spotify:track:0h5wFi2R8a9ReSIDbXzZgy,https://open.spotify.com/track/0h5wFi2R8a9ReSIDbXzZgy,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Samajavaragamana,spotify:album:3lnOgTbiGMIvcZhvqBkHDa,219818.0,Ala Vaikunthapurramuloo,Samajavaragamana,0.568,0.663,8.0,-6.179,1.0,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,0h5wFi2R8a9ReSIDbXzZgy,spotify:track:0h5wFi2R8a9ReSIDbXzZgy,https://api.spotify.com/v1/tracks/0h5wFi2R8a9ReSIDbXzZgy,https://api.spotify.com/v1/audio-analysis/0h5wFi2R8a9ReSIDbXzZgy,219818.0,3.0,78.0,['filmi'],94667,telugu
Pritam,spotify:track:485O86RGOuDLnkfJkICiUC,https://open.spotify.com/track/485O86RGOuDLnkfJkICiUC,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,Deva Deva (Telugu),spotify:album:2GPbz1BzCfG2uqzdaY9Dyd,276964.0,Brahmastra (Telugu) [Original Motion Picture Soundtrack],Deva Deva (Telugu),0.559,0.709,0.0,-7.219,1.0,0.0396,0.664,0.000119,0.117,0.417,112.01,audio_features,485O86RGOuDLnkfJkICiUC,spotify:track:485O86RGOuDLnkfJkICiUC,https://api.spotify.com/v1/tracks/485O86RGOuDLnkfJkICiUC,https://api.spotify.com/v1/audio-analysis/485O86RGOuDLnkfJkICiUC,276964.0,4.0,88.0,"['filmi', 'indian instrumental', 'modern bollywood']",56865,telugu
Mani Sharma,spotify:track:1GP0KRgqPjkzG9SGuYZKZA,https://open.spotify.com/track/1GP0KRgqPjkzG9SGuYZKZA,spotify:artist:3AMxH9QIPZbK8ND8C9j4Ss,https://open.spotify.com/artist/3AMxH9QIPZbK8ND8C9j4Ss,Bhale Bhale Banjara,spotify:album:1WqUN4uqBNeoMBgeyCblTv,259096.0,Acharya,Bhale Bhale Banjara,0.795,0.851,2.0,-4.053,0.0,0.0657,0.113,9.29e-05,0.187,0.918,113.0,audio_features,1GP0KRgqPjkzG9SGuYZKZA,spotify:track:1GP0KRgqPjkzG9SGuYZKZA,https://api.spotify.com/v1/tracks/1GP0KRgqPjkzG9SGuYZKZA,https://api.spotify.com/v1/audio-analysis/1GP0KRgqPjkzG9SGuYZKZA,259098.0,4.0,59.0,"['filmi', 'tollywood']",9475686,telugu
Sid Sriram,spotify:track:56dpwomaj1YnKZ0L4b33hN,https://open.spotify.com/track/56dpwomaj1YnKZ0L4b33hN,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Nagumomu Thaarale,spotify:album:0oqXFsTVJInCqJJJAn7wel,294115.0,Radhe Shyam,Nagumomu Thaarale,0.61,0.399,9.0,-9.778,1.0,0.0384,0.479,0.0,0.105,0.281,129.957,audio_features,56dpwomaj1YnKZ0L4b33hN,spotify:track:56dpwomaj1YnKZ0L4b33hN,https://api.spotify.com/v1/tracks/56dpwomaj1YnKZ0L4b33hN,https://api.spotify.com/v1/audio-analysis/56dpwomaj1YnKZ0L4b33hN,294116.0,4.0,78.0,['filmi'],59457,telugu
Shreya Ghoshal,spotify:track:4B7hHdp3YiEUoCfYJoRRP2,https://open.spotify.com/track/4B7hHdp3YiEUoCfYJoRRP2,spotify:artist:0oOet2f43PA68X5RxKobEy,https://open.spotify.com/artist/0oOet2f43PA68X5RxKobEy,Digu Digu Digu Naaga,spotify:album:5quAhUrVpAe1lU1GH4zwqq,193907.0,Varudu Kaavalenu,Digu Digu Digu Naaga,0.676,0.921,10.0,-5.795,0.0,0.112,0.588,0.00115,0.107,0.666,175.976,audio_features,4B7hHdp3YiEUoCfYJoRRP2,spotify:track:4B7hHdp3YiEUoCfYJoRRP2,https://api.spotify.com/v1/tracks/4B7hHdp3YiEUoCfYJoRRP2,https://api.spotify.com/v1/audio-analysis/4B7hHdp3YiEUoCfYJoRRP2,193907.0,4.0,81.0,"['desi pop', 'filmi', 'modern bollywood']",586678,telugu
Thaman S,spotify:track:6uBvDYBTpdh0MXwBtM039i,https://open.spotify.com/track/6uBvDYBTpdh0MXwBtM039i,spotify:artist:2FgHPfRprDaylrSRVf1UlN,https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN,God Father - Title Song,spotify:album:6cu60KWBF4VOBZFI4Npmpa,165810.0,"God Father - Title Song (From ""God Father"") - Telugu",God Father - Title Song,0.291,0.698,3.0,-8.661,0.0,0.0863,0.873,0.724,0.156,0.563,74.735,audio_features,6uBvDYBTpdh0MXwBtM039i,spotify:track:6uBvDYBTpdh0MXwBtM039i,https://api.spotify.com/v1/tracks/6uBvDYBTpdh0MXwBtM039i,https://api.spotify.com/v1/audio-analysis/6uBvDYBTpdh0MXwBtM039i,165810.0,4.0,73.0,"['filmi', 'new beat', 'tamil pop']",67586584,telugu
Jakes Bejoy,spotify:track:7H6VHb4MOEvQG0xZD5V5Q4,https://open.spotify.com/track/7H6VHb4MOEvQG0xZD5V5Q4,spotify:artist:3Q80PCEUBCiRhLSWdQApNt,https://open.spotify.com/artist/3Q80PCEUBCiRhLSWdQApNt,"Amma Song (From Oke Oka Jeevitham) - From ""Oke Oka Jeevitham""",spotify:album:63daaBJK3Vbsih04pIgm4C,319494.0,"Amma Song (From Oke Oka Jeevitham) [From ""Oke Oka Jeevitham""]","Amma Song (From Oke Oka Jeevitham) - From ""Oke Oka Jeevitham""",0.408,0.357,3.0,-10.716,1.0,0.0512,0.757,1.02e-06,0.0759,0.242,167.677,audio_features,7H6VHb4MOEvQG0xZD5V5Q4,spotify:track:7H6VHb4MOEvQG0xZD5V5Q4,https://api.spotify.com/v1/tracks/7H6VHb4MOEvQG0xZD5V5Q4,https://api.spotify.com/v1/audio-analysis/7H6VHb4MOEvQG0xZD5V5Q4,319495.0,4.0,60.0,"['mollywood', 'tamil pop']",4695468,telugu
Anirudh Ravichander,spotify:track:4BRWG0mQqol30OG5xLIplN,https://open.spotify.com/track/4BRWG0mQqol30OG5xLIplN,spotify:artist:4zCH9qm4R2DADamUHMCa6O,https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O,Master the Blaster - Background Score,spotify:album:4iFurFyAPhOlzwQTc5aXN2,92250.0,Master (Original Background Score),Master the Blaster - Background Score,0.748,0.815,4.0,-1.396,0.0,0.122,0.308,0.0,0.171,0.897,99.978,audio_features,4BRWG0mQqol30OG5xLIplN,spotify:track:4BRWG0mQqol30OG5xLIplN,https://api.spotify.com/v1/tracks/4BRWG0mQqol30OG5xLIplN,https://api.spotify.com/v1/audio-analysis/4BRWG0mQqol30OG5xLIplN,92250.0,4.0,83.0,"['desi hip hop', 'filmi', 'tamil hip hop']",659485,telugu
Sid Sriram,spotify:track:6geYV8EMMVN5hytPHpXtIS,https://open.spotify.com/track/6geYV8EMMVN5hytPHpXtIS,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,"Yemunnave Pilla - From ""Nallamalla""",spotify:album:66yiSqXHIYeK9PYldw1nTM,251284.0,"Yemunnave Pilla (From ""Nallamalla"")","Yemunnave Pilla - From ""Nallamalla""",0.701,0.727,1.0,-7.584,0.0,0.039,0.405,0.0,0.0514,0.876,135.069,audio_features,6geYV8EMMVN5hytPHpXtIS,spotify:track:6geYV8EMMVN5hytPHpXtIS,https://api.spotify.com/v1/tracks/6geYV8EMMVN5hytPHpXtIS,https://api.spotify.com/v1/audio-analysis/6geYV8EMMVN5hytPHpXtIS,251285.0,3.0,78.0,['filmi'],756954,telugu
Thaman S,spotify:track:1dsVZC4ApjihqrmI8hfCA5,https://open.spotify.com/track/1dsVZC4ApjihqrmI8hfCA5,spotify:artist:2FgHPfRprDaylrSRVf1UlN,https://open.spotify.com/artist/2FgHPfRprDaylrSRVf1UlN,Bheemla Nayak Title Song,spotify:album:55E8cqjuYtnIvkRLd4LqcA,318474.0,Bheemla Nayak,Bheemla Nayak Title Song,0.664,0.752,4.0,-6.937,0.0,0.0515,0.446,1.17e-05,0.297,0.585,138.133,audio_features,1dsVZC4ApjihqrmI8hfCA5,spotify:track:1dsVZC4ApjihqrmI8hfCA5,https://api.spotify.com/v1/tracks/1dsVZC4ApjihqrmI8hfCA5,https://api.spotify.com/v1/audio-analysis/1dsVZC4ApjihqrmI8hfCA5,318474.0,4.0,73.0,"['filmi', 'new beat', 'tamil pop']",4864,telugu
Chinmayi,spotify:track:2XIpnX1b6157m197jymrfq,https://open.spotify.com/track/2XIpnX1b6157m197jymrfq,spotify:artist:5UJ2sHO2ELrgW6aXeRLTQQ,https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,Manasulone Nilichipoke,spotify:album:6O4iLJC1eIZlpj4FwyXnio,211332.0,Varudu Kaavalenu,Manasulone Nilichipoke,0.683,0.508,8.0,-9.986,1.0,0.0465,0.803,0.00228,0.13,0.608,134.928,audio_features,2XIpnX1b6157m197jymrfq,spotify:track:2XIpnX1b6157m197jymrfq,https://api.spotify.com/v1/tracks/2XIpnX1b6157m197jymrfq,https://api.spotify.com/v1/audio-analysis/2XIpnX1b6157m197jymrfq,211332.0,3.0,72.0,"['filmi', 'marathi pop', 'tamil pop']",8956865,telugu
Shankar Mahadevan,spotify:track:2LJvawtaziETXdCRwMsXEg,https://open.spotify.com/track/2LJvawtaziETXdCRwMsXEg,spotify:artist:1SJOL9HJ08YOn92lFcYf8a,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Akhanda - Title Song,spotify:album:2MTDrkdwyNhJqwl9vP6hEM,284138.0,Akhanda,Akhanda - Title Song,0.268,0.953,10.0,-5.293,0.0,0.245,0.37,2.39e-06,0.208,0.544,83.909,audio_features,2LJvawtaziETXdCRwMsXEg,spotify:track:2LJvawtaziETXdCRwMsXEg,https://api.spotify.com/v1/tracks/2LJvawtaziETXdCRwMsXEg,https://api.spotify.com/v1/audio-analysis/2LJvawtaziETXdCRwMsXEg,284138.0,4.0,75.0,"['filmi', 'modern bollywood']",9679468,telugu
Benny Dayal,spotify:track:23EjMdZkBbZpmYYP4p5LYZ,https://open.spotify.com/track/23EjMdZkBbZpmYYP4p5LYZ,spotify:artist:61if35zz1W11GejEkxTLEQ,https://open.spotify.com/artist/61if35zz1W11GejEkxTLEQ,Ee Single Chinnode,spotify:album:6zZkpEfTu4MkMpN0roz884,241732.0,Paagal,Ee Single Chinnode,0.748,0.679,4.0,-4.097,0.0,0.35,0.425,0.0,0.203,0.782,173.999,audio_features,23EjMdZkBbZpmYYP4p5LYZ,spotify:track:23EjMdZkBbZpmYYP4p5LYZ,https://api.spotify.com/v1/tracks/23EjMdZkBbZpmYYP4p5LYZ,https://api.spotify.com/v1/audio-analysis/23EjMdZkBbZpmYYP4p5LYZ,241732.0,4.0,70.0,"['desi pop', 'filmi', 'modern bollywood']",469468,telugu
Anurag Kulkarni,spotify:track:3FNxr7K1s7HSAixJsTRqvD,https://open.spotify.com/track/3FNxr7K1s7HSAixJsTRqvD,spotify:artist:6LWyVEIBnx7MoRBhQxu9om,https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om,Neevalle Maarindhi,spotify:album:79Hrs5w2LYjacjaN5eSsxF,210000.0,Sunday Special,Neevalle Maarindhi,0.624,0.486,0.0,-8.293,1.0,0.0502,0.512,1.67e-05,0.266,0.288,90.085,audio_features,3FNxr7K1s7HSAixJsTRqvD,spotify:track:3FNxr7K1s7HSAixJsTRqvD,https://api.spotify.com/v1/tracks/3FNxr7K1s7HSAixJsTRqvD,https://api.spotify.com/v1/audio-analysis/3FNxr7K1s7HSAixJsTRqvD,210000.0,4.0,67.0,['tollywood'],46594,telugu
Anurag Kulkarni,spotify:track:3qWfqpB8KJFxwvbpqbuLCh,https://open.spotify.com/track/3qWfqpB8KJFxwvbpqbuLCh,spotify:artist:6LWyVEIBnx7MoRBhQxu9om,https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om,Ramuloo Ramulaa,spotify:album:3lnOgTbiGMIvcZhvqBkHDa,245760.0,Ala Vaikunthapurramuloo,Ramuloo Ramulaa,0.663,0.913,5.0,-4.681,0.0,0.152,0.415,0.000496,0.158,0.805,187.552,audio_features,3qWfqpB8KJFxwvbpqbuLCh,spotify:track:3qWfqpB8KJFxwvbpqbuLCh,https://api.spotify.com/v1/tracks/3qWfqpB8KJFxwvbpqbuLCh,https://api.spotify.com/v1/audio-analysis/3qWfqpB8KJFxwvbpqbuLCh,245760.0,3.0,67.0,['tollywood'],575348,telugu
Kala Bhairava,spotify:track:7h8pQvwKxRYTt3oRGjNT93,https://open.spotify.com/track/7h8pQvwKxRYTt3oRGjNT93,spotify:artist:4tejKImNVmDcORNBuZ1l14,https://open.spotify.com/artist/4tejKImNVmDcORNBuZ1l14,Tharagathi Gadhi,spotify:album:04ryisWEHXSoU3l5K3J6k9,213437.0,Colour Photo,Tharagathi Gadhi,0.583,0.644,7.0,-6.64,1.0,0.0378,0.628,0.0,0.0941,0.547,114.953,audio_features,7h8pQvwKxRYTt3oRGjNT93,spotify:track:7h8pQvwKxRYTt3oRGjNT93,https://api.spotify.com/v1/tracks/7h8pQvwKxRYTt3oRGjNT93,https://api.spotify.com/v1/audio-analysis/7h8pQvwKxRYTt3oRGjNT93,213437.0,4.0,62.0,['tollywood'],34568,telugu
Arun Chiluveru,spotify:track:0CHCU726JnK7AIdbqrzN9Y,https://open.spotify.com/track/0CHCU726JnK7AIdbqrzN9Y,spotify:artist:5V2HiLnG5lasODb0y5iwVf,https://open.spotify.com/artist/5V2HiLnG5lasODb0y5iwVf,Okey Oka Lokam,spotify:album:2Tt1DJbkA80r9q79P6M2BJ,208870.0,Sashi,Okey Oka Lokam,0.757,0.727,7.0,-6.001,1.0,0.0793,0.258,0.0,0.103,0.756,93.022,audio_features,0CHCU726JnK7AIdbqrzN9Y,spotify:track:0CHCU726JnK7AIdbqrzN9Y,https://api.spotify.com/v1/tracks/0CHCU726JnK7AIdbqrzN9Y,https://api.spotify.com/v1/audio-analysis/0CHCU726JnK7AIdbqrzN9Y,208871.0,4.0,40.0,['tollywood'],65486594,telugu
"Sreenidhi, Nayana Nair, Kaala Bhairava",spotify:track:6JjKZ7QtkbmcBirPLIkhRP,https://open.spotify.com/track/6JjKZ7QtkbmcBirPLIkhRP,spotify:artist:5UTrfS71SSynC6s3f91jSP,https://open.spotify.com/artist/5UTrfS71SSynC6s3f91jSP,Madhura Nagari,spotify:album:7n0FU3pX0MTI51ToZaKRYq,214511.0,Pelli SandaD,Madhura Nagari,0.731,0.637,9.0,-9.253,0.0,0.0784,0.42,2.53e-05,0.136,0.473,81.989,audio_features,6JjKZ7QtkbmcBirPLIkhRP,spotify:track:6JjKZ7QtkbmcBirPLIkhRP,https://api.spotify.com/v1/tracks/6JjKZ7QtkbmcBirPLIkhRP,https://api.spotify.com/v1/audio-analysis/6JjKZ7QtkbmcBirPLIkhRP,214512.0,4.0,23.0,[],765948,telugu
"Haricharan, Shweta Pandit",spotify:track:73Ne4L6XiKE7tuzdu9OCVb,https://open.spotify.com/track/73Ne4L6XiKE7tuzdu9OCVb,spotify:artist:2qAZ1jgRpRDcBg22rd9NNC,https://open.spotify.com/artist/2qAZ1jgRpRDcBg22rd9NNC,Premantey Enti,spotify:album:7n0FU3pX0MTI51ToZaKRYq,215500.0,Pelli SandaD,Premantey Enti,0.809,0.676,9.0,-9.743,0.0,0.0798,0.672,2.53e-06,0.492,0.728,124.014,audio_features,73Ne4L6XiKE7tuzdu9OCVb,spotify:track:73Ne4L6XiKE7tuzdu9OCVb,https://api.spotify.com/v1/tracks/73Ne4L6XiKE7tuzdu9OCVb,https://api.spotify.com/v1/audio-analysis/73Ne4L6XiKE7tuzdu9OCVb,215500.0,1.0,25.0,[],659568,telugu
Sid Sriram,spotify:track:5mUSVvwehYujjGJoKULr7O,https://open.spotify.com/track/5mUSVvwehYujjGJoKULr7O,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,Vevela Taarale,spotify:album:21eTo5ODF7LlFuvBVXa9tb,208465.0,Taxi,Vevela Taarale,0.689,0.488,4.0,-8.727,1.0,0.0359,0.383,7.65e-06,0.235,0.468,120.014,audio_features,5mUSVvwehYujjGJoKULr7O,spotify:track:5mUSVvwehYujjGJoKULr7O,https://api.spotify.com/v1/tracks/5mUSVvwehYujjGJoKULr7O,https://api.spotify.com/v1/audio-analysis/5mUSVvwehYujjGJoKULr7O,208465.0,4.0,78.0,['filmi'],978567,telugu
K. S. Chithra,spotify:track:1VNGeVuR8QfMunZ3RzoN5m,https://open.spotify.com/track/1VNGeVuR8QfMunZ3RzoN5m,spotify:artist:2IUtwMti1OiT3lkW6RubgH,https://open.spotify.com/artist/2IUtwMti1OiT3lkW6RubgH,Antha Ishtam,spotify:album:0OXwLqAqKJ61sxep5A2hTR,226187.0,Bheemla Nayak,Antha Ishtam,0.638,0.597,3.0,-6.229,0.0,0.0414,0.882,0.016,0.156,0.674,151.537,audio_features,1VNGeVuR8QfMunZ3RzoN5m,spotify:track:1VNGeVuR8QfMunZ3RzoN5m,https://api.spotify.com/v1/tracks/1VNGeVuR8QfMunZ3RzoN5m,https://api.spotify.com/v1/audio-analysis/1VNGeVuR8QfMunZ3RzoN5m,226187.0,3.0,75.0,['filmi'],8679,telugu
Mounika Yadav,spotify:track:4ZUxhQNRCzlh6alqBHPNRC,https://open.spotify.com/track/4ZUxhQNRCzlh6alqBHPNRC,spotify:artist:2oLVeyUyYNFELwC93iZWGG,https://open.spotify.com/artist/2oLVeyUyYNFELwC93iZWGG,Saami Saami,spotify:album:4EP0PqETB5XNtJT9vOIfnu,223961.0,Pushpa - The Rise,Saami Saami,0.807,0.773,5.0,-6.885,0.0,0.278,0.359,0.00217,0.303,0.867,139.816,audio_features,4ZUxhQNRCzlh6alqBHPNRC,spotify:track:4ZUxhQNRCzlh6alqBHPNRC,https://api.spotify.com/v1/tracks/4ZUxhQNRCzlh6alqBHPNRC,https://api.spotify.com/v1/audio-analysis/4ZUxhQNRCzlh6alqBHPNRC,223961.0,4.0,44.0,['telugu folk'],65985647,telugu
Anurag Kulkarni,spotify:track:0zUBxl0qjuLwwUPUbZkjEG,https://open.spotify.com/track/0zUBxl0qjuLwwUPUbZkjEG,spotify:artist:6LWyVEIBnx7MoRBhQxu9om,https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om,Neelambari,spotify:album:2q2iHTBhblTMdAuhgRsSVf,254791.0,Acharya,Neelambari,0.63,0.841,2.0,-4.804,0.0,0.038,0.0523,0.000156,0.0866,0.558,99.0,audio_features,0zUBxl0qjuLwwUPUbZkjEG,spotify:track:0zUBxl0qjuLwwUPUbZkjEG,https://api.spotify.com/v1/tracks/0zUBxl0qjuLwwUPUbZkjEG,https://api.spotify.com/v1/audio-analysis/0zUBxl0qjuLwwUPUbZkjEG,254792.0,4.0,67.0,['tollywood'],56946,telugu
Anirudh Ravichander,spotify:track:6fpSooPteGw4lZnBOgVQAq,https://open.spotify.com/track/6fpSooPteGw4lZnBOgVQAq,spotify:artist:4zCH9qm4R2DADamUHMCa6O,https://open.spotify.com/artist/4zCH9qm4R2DADamUHMCa6O,Chittemma,spotify:album:4Mm8LHPZ4Qf2ZRiAygS0pe,236500.0,Varun Doctor (Original Motion Picture Soundtrack),Chittemma,0.778,0.684,4.0,-6.951,0.0,0.12,0.174,0.0,0.0559,0.677,99.743,audio_features,6fpSooPteGw4lZnBOgVQAq,spotify:track:6fpSooPteGw4lZnBOgVQAq,https://api.spotify.com/v1/tracks/6fpSooPteGw4lZnBOgVQAq,https://api.spotify.com/v1/audio-analysis/6fpSooPteGw4lZnBOgVQAq,236500.0,3.0,83.0,"['desi hip hop', 'filmi', 'tamil hip hop']",86594,telugu
Sid Sriram,spotify:track:41IQYtoxWhrxC6jKyyxHuK,https://open.spotify.com/track/41IQYtoxWhrxC6jKyyxHuK,spotify:artist:7qjJw7ZM2ekDSahLXPjIlN,https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN,So So Ga,spotify:album:7zs3HlwFOpKIj4Gvm1LuAQ,207202.0,Manchi Rojulochaie,So So Ga,0.736,0.618,10.0,-7.502,0.0,0.0604,0.631,6.8e-06,0.265,0.91,104.962,audio_features,41IQYtoxWhrxC6jKyyxHuK,spotify:track:41IQYtoxWhrxC6jKyyxHuK,https://api.spotify.com/v1/tracks/41IQYtoxWhrxC6jKyyxHuK,https://api.spotify.com/v1/audio-analysis/41IQYtoxWhrxC6jKyyxHuK,207203.0,4.0,78.0,['filmi'],5859,telugu
Ram Miriyala,spotify:track:5C25HcH9Z4C86cC3YhHyBS,https://open.spotify.com/track/5C25HcH9Z4C86cC3YhHyBS,spotify:artist:4A2XSc4OJjuPY4l6NjnrDj,https://open.spotify.com/artist/4A2XSc4OJjuPY4l6NjnrDj,Jada,spotify:album:0SrSkkcfAv01mebfuDIuqu,212590.0,"Jada (From ""Chor Bazaar"")",Jada,0.586,0.398,4.0,-7.183,1.0,0.247,0.685,0.0,0.143,0.81,84.666,audio_features,5C25HcH9Z4C86cC3YhHyBS,spotify:track:5C25HcH9Z4C86cC3YhHyBS,https://api.spotify.com/v1/tracks/5C25HcH9Z4C86cC3YhHyBS,https://api.spotify.com/v1/audio-analysis/5C25HcH9Z4C86cC3YhHyBS,212590.0,4.0,66.0,['tollywood'],69865846,telugu
Karthik,spotify:track:5sb8pXCkQrd87OgmAgtv1F,https://open.spotify.com/track/5sb8pXCkQrd87OgmAgtv1F,spotify:artist:0LSPREIgGMZXCuKVel7LVD,https://open.spotify.com/artist/0LSPREIgGMZXCuKVel7LVD,Tara,spotify:album:0Vng5nraarc78H983wqpM0,171362.0,Tara - Shyam Singha Roy-Telugu,Tara,0.683,0.709,7.0,-9.466,1.0,0.0393,0.454,8.01e-05,0.422,0.591,112.946,audio_features,5sb8pXCkQrd87OgmAgtv1F,spotify:track:5sb8pXCkQrd87OgmAgtv1F,https://api.spotify.com/v1/tracks/5sb8pXCkQrd87OgmAgtv1F,https://api.spotify.com/v1/audio-analysis/5sb8pXCkQrd87OgmAgtv1F,171362.0,4.0,73.0,"['filmi', 'tamil pop']",974686,telugu
